EM_EVENTPROBABILITY,age,EM_CLASSIFICATION,base_monthly_rate_phone,EM_PROBABILITY,data_consumption,phone_balance,phone_price,time_since_complaints,time_since_technical_problems,total_complaints,total_data_consumption,total_technical_problems,total_text_consumption,total_voice_consumption,voice_consumption,promo,workphone,base_monthly_rate_plan,data,plan_type,P_churn_in_12False,P_churn_in_12True,I_churn_in_12,_WARN_,family_id,period_id,id,active,text_consumption,technical_problem,complaints,total_voice_overage_fees,total_data_overage_fees,total_overage_fees,time_since_voice_overage,time_since_data_overage,time_since_overage,gender,unlimited_voice,voice_minutes,unlimited_text,churn_in_12,unique_id
0.062839013,18,FALSE,30.776,0.937160987,1.369,451.38,820.69,7,2,2,14.382,3,2256,290.718,17.274,FALSE,FALSE,43.1,3,rent,0.937160987,0.062839013,FALSE,,10567,96,15858,TRUE,160,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15858_10567_96
0.033847426,18,FALSE,22.578,0.966152574,1.978,812.798,1083.73,           .,7,0,24.107,2,3228,660.227,53.243,FALSE,FALSE,48.5,5,rent,0.966152574,0.033847426,FALSE,M,10568,96,15859,TRUE,325,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15859_10568_96
0.062839013,37,FALSE,34.972,0.937160987,1.514,419.665,839.33,0,1,2,21.961,3,2675,1063.198,58.791,FALSE,FALSE,48.5,5,rent,0.937160987,0.062839013,FALSE,,10569,96,15860,TRUE,186,0,1,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15860_10569_96
0.180970043,37,FALSE,0,0.819029957,5.143,0,           .,2,5,1,46.282,4,6491,215.211,15.733,FALSE,FALSE,59.3,9,bring,0.819029957,0.180970043,FALSE,M,10570,96,15861,TRUE,526,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15861_10570_96
0.063482328,38,FALSE,30.683,0.936517672,2.445,450.016,818.21,9,0,2,27.757,5,2385,477.713,34.016,FALSE,FALSE,53.9,7,rent,0.936517672,0.063482328,FALSE,,10570,96,15862,TRUE,174,1,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15862_10570_96
0.162474049,35,FALSE,0,0.837525951,2.004,0,           .,2,           .,1,22.501,0,3652,470.788,32.028,FALSE,FALSE,48.5,5,bring,0.837525951,0.162474049,FALSE,M,10571,96,15863,TRUE,276,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15863_10571_96
0.074336159,38,FALSE,0,0.925663841,5.233,0,694.75,7,7,1,53.394,1,6751,1110.285,103.88,FALSE,FALSE,59.3,9,buy,0.925663841,0.074336159,FALSE,,10572,96,15864,TRUE,357,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15864_10572_96
0.062286737,46,FALSE,20.361,0.937713263,1.084,453.752,698.08,0,8,3,15.845,1,4966,1561.33,86.239,FALSE,TRUE,43.1,3,rent,0.937713263,0.062286737,FALSE,,10572,96,15865,TRUE,348,0,1,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15865_10572_96
0.186465245,65,FALSE,0,0.813534755,0.731,0,           .,6,0,2,14.51,5,2647,3570.74,361.259,FALSE,FALSE,40.4,2,bring,0.813534755,0.186465245,FALSE,M,10573,96,15866,TRUE,174,1,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15866_10573_96
0.067638786,36,FALSE,26.903,0.932361215,2.3,599.554,922.39,12,0,1,23.064,6,5266,362.962,28.142,FALSE,TRUE,48.5,5,rent,0.932361215,0.067638786,FALSE,,10573,96,15867,TRUE,484,2,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15867_10573_96
0.062333187,43,FALSE,34.579,0.937666813,2.373,507.155,922.1,5,0,1,34.021,3,5294,1410.702,84.828,FALSE,FALSE,53.9,7,rent,0.937666813,0.062333187,FALSE,,10574,96,15868,TRUE,470,1,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15868_10574_96
0.186217323,18,FALSE,0,0.813782677,2.651,0,           .,10,3,1,33.917,3,6018,331.619,33.239,FALSE,FALSE,53.9,7,bring,0.813782677,0.186217323,FALSE,M,10575,96,15869,TRUE,452,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15869_10575_96
0.164638337,39,FALSE,0,0.835361663,1.922,0,           .,           .,2,0,24.607,3,5864,754.588,67.742,FALSE,FALSE,48.5,5,bring,0.835361663,0.164638337,FALSE,M,10575,96,15870,TRUE,530,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,TRUE,15870_10575_96
0.190251135,21,FALSE,0,0.809748865,0.289,0,           .,3,4,3,9.609,5,1195,0,0,FALSE,FALSE,40.4,2,bring,0.809748865,0.190251135,FALSE,M,10576,96,15871,TRUE,72,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15871_10576_96
0.183303021,22,FALSE,0,0.816696979,1.2,0,           .,4,1,1,20.001,3,3091,818.502,91.005,FALSE,FALSE,43.1,3,bring,0.816696979,0.183303021,FALSE,M,10578,96,15873,TRUE,207,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,TRUE,15873_10578_96
0.063058683,43,FALSE,32.671,0.936941317,4.402,479.171,871.22,2,10,3,69.719,2,32847,71.232,5.3,FALSE,TRUE,67.4,12,rent,0.936941317,0.063058683,FALSE,,10579,96,15874,TRUE,2453,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15874_10579_96
0.064451907,68,FALSE,17.73,0.935548093,0.278,260.04,472.8,12,7,1,4.343,2,321,3336.005,240.526,FALSE,FALSE,37.7,1,rent,0.935548093,0.064451907,FALSE,,10580,96,15875,TRUE,16,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15875_10580_96
0.063374061,51,FALSE,22.892,0.936625939,0.933,335.748,610.45,0,1,5,12.895,4,3114,2678.388,223.877,FALSE,FALSE,40.4,2,rent,0.936625939,0.063374061,FALSE,,10581,96,15876,TRUE,197,0,1,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15876_10581_96
0.06093604,36,FALSE,16.69,0.93906396,5.213,600.855,801.14,5,0,3,67.314,1,15596,974.769,69.921,FALSE,FALSE,59.3,9,rent,0.93906396,0.06093604,FALSE,,10582,96,15877,TRUE,1238,1,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15877_10582_96
0.05225031,38,FALSE,28.978,0.94774969,2.103,425.018,772.76,           .,2,0,20.786,1,3717,1819.113,159.608,FALSE,FALSE,48.5,5,rent,0.94774969,0.05225031,FALSE,M,10582,96,15878,TRUE,289,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15878_10582_96
0.189936241,48,FALSE,0,0.810063759,0.805,0,           .,4,0,3,9.824,5,2145,1581.813,141.319,FALSE,FALSE,40.4,2,bring,0.810063759,0.189936241,FALSE,M,10582,96,15879,TRUE,134,1,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15879_10582_96
0.1876145,32,FALSE,0,0.8123855,2.055,0,           .,3,12,4,23.851,1,2872,223.052,14.713,FALSE,FALSE,53.9,7,bring,0.8123855,0.1876145,FALSE,M,10583,96,15880,TRUE,179,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,TRUE,15880_10583_96
0.073697955,77,FALSE,9.835,0.926302045,0,177.03,295.05,           .,3,0,0,3,5,3276.311,227.724,FALSE,FALSE,35,0,rent,0.926302045,0.073697955,FALSE,M,10584,96,15881,TRUE,0,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15881_10584_96
0.067627571,18,FALSE,34.006,0.932372429,1.255,612.102,1020.17,2,11,7,19.055,2,2883,179.7,16.343,FALSE,FALSE,48.5,5,rent,0.932372429,0.067627571,FALSE,,10586,96,15883,TRUE,210,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15883_10586_96
0.063374061,43,FALSE,36.527,0.936625939,1.148,438.33,876.66,4,5,5,17.214,4,3982,842.689,61.585,FALSE,TRUE,43.1,3,rent,0.936625939,0.063374061,FALSE,,10586,96,15884,TRUE,227,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,TRUE,15884_10586_96
0.186397654,43,FALSE,0,0.813602346,2.99,0,           .,4,0,3,48.192,2,5633,1201.793,98.751,FALSE,FALSE,67.4,12,bring,0.813602346,0.186397654,FALSE,M,10587,96,15885,TRUE,562,1,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15885_10587_96
0.049544574,30,FALSE,16.037,0.950455426,0,577.342,769.79,           .,8,0,0,2,0,964.085,77.836,FALSE,FALSE,35,0,rent,0.950455426,0.049544574,FALSE,M,10587,96,15886,TRUE,0,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15886_10587_96
0.062548425,35,FALSE,39.184,0.937451575,2.095,470.205,940.41,8,4,1,27.214,4,5770,732.433,67.751,FALSE,FALSE,48.5,5,rent,0.937451575,0.062548425,FALSE,,10588,96,15887,TRUE,504,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15887_10588_96
0.061293796,33,FALSE,26.466,0.938706204,2.615,589.81,907.4,11,12,2,37.936,1,12812,196.923,14.563,FALSE,TRUE,48.5,5,rent,0.938706204,0.061293796,FALSE,,10589,96,15888,TRUE,819,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15888_10589_96
0.053499895,62,FALSE,20.841,0.946500105,0.315,305.668,555.76,8,           .,1,7.331,0,856,2239.749,185.015,FALSE,FALSE,40.4,2,rent,0.946500105,0.053499895,FALSE,M,10590,96,15889,TRUE,68,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15889_10590_96
0.052959048,31,FALSE,0,0.947040953,1.315,0,           .,5,1,4,15.512,2,2655,822.574,60.363,TRUE,FALSE,43.1,3,bring,0.947040953,0.052959048,FALSE,M,10591,96,15890,TRUE,160,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15890_10591_96
0.051257466,46,FALSE,0,0.948742534,0.305,0,           .,4,1,2,6.302,4,609,1611.463,143.854,TRUE,FALSE,43.1,3,bring,0.948742534,0.051257466,FALSE,M,10592,96,15891,TRUE,49,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15891_10592_96
0.061612107,22,FALSE,33.973,0.938387893,2.326,611.52,1019.2,3,1,5,32.135,3,4157,13.7,1.07,FALSE,FALSE,48.5,5,rent,0.938387893,0.061612107,FALSE,,10593,96,15892,TRUE,209,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,TRUE,15892_10593_96
0.181524801,34,FALSE,0,0.818475199,2.424,0,           .,3,1,2,30.865,2,3059,700.213,53.228,FALSE,FALSE,53.9,7,bring,0.818475199,0.181524801,FALSE,M,10594,96,15893,TRUE,224,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15893_10594_96
0.189142448,37,FALSE,0,0.810857552,2.123,0,           .,5,0,2,40.097,5,4973,930.781,104.205,FALSE,FALSE,59.3,9,bring,0.810857552,0.189142448,FALSE,M,10595,96,15894,TRUE,311,1,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15894_10595_96
0.198944556,48,FALSE,0,0.801055444,3.171,0,           .,7,2,6,43.896,2,9334,1461.613,131.772,FALSE,FALSE,59.3,9,bring,0.801055444,0.198944556,FALSE,M,10595,96,15895,TRUE,437,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,TRUE,15895_10595_96
0.062976501,55,FALSE,14.925,0.937023499,0.988,537.315,716.42,3,2,3,12.779,5,3299,2004.049,179.693,FALSE,TRUE,43.1,3,rent,0.937023499,0.062976501,FALSE,,10595,96,15896,TRUE,220,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,TRUE,15896_10595_96
0.080312832,73,FALSE,13.333,0.919687168,0.25,159.99,319.98,8,1,3,2.924,3,345,3118.124,277.363,FALSE,FALSE,36.35,0.5,rent,0.919687168,0.080312832,FALSE,,10596,96,15897,TRUE,25,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15897_10596_96
0.06319174,42,FALSE,40.38,0.93680826,3.798,484.565,969.13,2,1,3,45.31,5,9581,521.597,41.011,FALSE,FALSE,59.3,9,rent,0.93680826,0.06319174,FALSE,,10597,96,15898,TRUE,681,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15898_10597_96
0.062577325,49,FALSE,28.489,0.937422675,4.345,417.84,759.71,2,6,3,49.381,2,15783,166.305,15.611,FALSE,FALSE,53.9,7,rent,0.937422675,0.062577325,FALSE,,10597,96,15899,TRUE,1292,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15899_10597_96
0.062333187,48,FALSE,13.74,0.937666813,3.419,494.655,659.54,5,4,1,44.752,3,6452,1334.427,92.551,FALSE,FALSE,53.9,7,rent,0.937666813,0.062333187,FALSE,,10599,96,15901,TRUE,465,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15901_10599_96
0.189206344,44,FALSE,0,0.810793656,1.908,0,           .,1,6,5,20.482,3,6505,594.645,51.539,FALSE,FALSE,43.1,3,bring,0.810793656,0.189206344,FALSE,M,10600,96,15902,TRUE,532,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15902_10600_96
0.060786471,22,FALSE,34.865,0.939213529,1.882,627.57,1045.95,1,3,1,22.521,4,4053,0,0,FALSE,FALSE,48.5,5,rent,0.939213529,0.060786471,FALSE,,10600,96,15903,TRUE,250,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15903_10600_96
0.063159664,27,FALSE,0,0.936840336,1.159,0,776.21,3,           .,4,16.181,0,2037,662.649,44.646,FALSE,FALSE,43.1,3,buy,0.936840336,0.063159664,FALSE,M,10601,96,15904,TRUE,199,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15904_10601_96
0.168732577,27,FALSE,0,0.831267424,0,0,           .,0,           .,4,0,0,7,659.999,62.801,FALSE,FALSE,35,0,bring,0.831267424,0.168732577,FALSE,M,10601,96,15905,TRUE,0,0,1,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15905_10601_96
0.052719681,39,FALSE,21.722,0.947280319,2.53,390.99,651.65,           .,1,0,30,3,4608,1164.533,89.854,FALSE,FALSE,48.5,5,rent,0.947280319,0.052719681,FALSE,M,10602,96,15906,TRUE,225,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15906_10602_96
0.183332171,18,FALSE,0,0.816667829,1.98,0,           .,5,6,2,22.687,2,5334,0,0,FALSE,FALSE,43.1,3,bring,0.816667829,0.183332171,FALSE,M,10603,96,15907,TRUE,329,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15907_10603_96
0.183678371,43,FALSE,0,0.816321629,1.267,0,           .,2,6,3,15.979,1,2542,1759.167,109.486,FALSE,FALSE,40.4,2,bring,0.816321629,0.183678371,FALSE,M,10604,96,15908,TRUE,177,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,TRUE,15908_10604_96
0.062577325,51,FALSE,12.364,0.937422675,2.561,445.118,593.49,11,0,1,35.924,2,6884,1674.411,152.265,FALSE,FALSE,53.9,7,rent,0.937422675,0.062577325,FALSE,,10604,96,15909,TRUE,464,1,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15909_10604_96
0.062839013,59,FALSE,20.522,0.937160987,1.312,369.402,615.67,3,0,3,18.935,3,3791,2119.151,171.687,FALSE,FALSE,43.1,3,rent,0.937160987,0.062839013,FALSE,,10605,96,15910,TRUE,284,1,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15910_10605_96
0.042656872,50,FALSE,20.531,0.957343128,1.875,739.125,985.5,1,           .,2,24.122,0,9391,1552.318,122,FALSE,TRUE,48.5,5,rent,0.957343128,0.042656872,FALSE,M,10606,96,15911,TRUE,898,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15911_10606_96
0.061293796,46,FALSE,26.694,0.938706204,3.489,594.893,915.22,6,1,3,43.793,2,9319,954.51,84.963,FALSE,TRUE,59.3,9,rent,0.938706204,0.061293796,FALSE,,10607,96,15912,TRUE,852,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15912_10607_96
0.062985305,63,FALSE,18.395,0.937014696,0,269.792,490.53,3,1,2,0,2,4,2064.139,150.817,FALSE,FALSE,35,0,rent,0.937014696,0.062985305,FALSE,,10607,96,15913,TRUE,0,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15913_10607_96
0.061752779,27,FALSE,15.477,0.938247221,0,557.182,742.91,3,8,1,0,2,8,523.059,29.583,FALSE,FALSE,35,0,rent,0.938247221,0.061752779,FALSE,,10608,96,15914,TRUE,1,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15914_10608_96
0.184968954,53,FALSE,0,0.815031046,1.765,0,           .,2,0,3,23.804,4,5684,1188.57,80.985,FALSE,FALSE,48.5,5,bring,0.815031046,0.184968954,FALSE,M,10609,96,15915,TRUE,511,1,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15915_10609_96
0.062333187,18,FALSE,28.945,0.937666813,1.194,521.01,868.35,7,2,2,15.717,3,2100,753.393,41.3,FALSE,FALSE,43.1,3,rent,0.937666813,0.062333187,FALSE,,10610,96,15916,TRUE,162,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15916_10610_96
0.06430762,37,FALSE,18.596,0.93569238,0.817,669.458,892.61,5,4,6,10.49,1,1196,589.765,72.243,FALSE,FALSE,43.1,3,rent,0.93569238,0.06430762,FALSE,,10611,96,15917,TRUE,72,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15917_10611_96
0.062562038,34,FALSE,0,0.937437962,1.548,0,719.8,           .,5,0,24.12,1,7400,505.904,45.519,FALSE,FALSE,48.5,5,buy,0.937437962,0.062562038,FALSE,M,10611,96,15918,TRUE,349,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15918_10611_96
0.199269,76,FALSE,0,0.800731,0,0,           .,7,1,1,0,6,0,0,0,FALSE,FALSE,13,0,bring,0.800731,0.199269,FALSE,M,10612,96,15919,TRUE,0,0,0,0,0,0,           .,           .,           .,Woman,FALSE,100,1,FALSE,15919_10612_96
0.062839013,37,FALSE,23.078,0.937160987,2.025,338.47,615.4,10,3,2,31.829,3,3024,891.102,59.045,FALSE,FALSE,48.5,5,rent,0.937160987,0.062839013,FALSE,,10613,96,15920,TRUE,245,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15920_10613_96
0.183540137,44,FALSE,0,0.816459863,3.178,0,           .,8,8,3,31.066,1,4059,2000.255,178.692,FALSE,FALSE,48.5,5,bring,0.816459863,0.183540137,FALSE,M,10613,96,15921,TRUE,228,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,TRUE,15921_10613_96
0.065272169,18,FALSE,21.381,0.934727831,1.762,769.718,1026.29,1,3,5,20.023,7,2224,111.157,8.459,FALSE,FALSE,48.5,5,rent,0.934727831,0.065272169,FALSE,,10614,96,15922,TRUE,115,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15922_10614_96
0.079165642,22,FALSE,0,0.920834358,1.249,0,856.46,0,8,2,13.416,1,1941,504.004,35.663,FALSE,FALSE,43.1,3,buy,0.920834358,0.079165642,FALSE,,10614,96,15923,TRUE,141,0,1,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15923_10614_96
0.083748385,66,FALSE,0,0.916251615,0.588,0,296.44,0,2,2,11.617,2,2218,2335.06,159.798,FALSE,FALSE,40.4,2,buy,0.916251615,0.083748385,FALSE,,10615,96,15925,TRUE,179,0,1,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15925_10615_96
0.056246005,52,FALSE,15.464,0.943753995,0,278.358,463.93,           .,0,0,0,3,8,2153.468,153.456,FALSE,TRUE,35,0,rent,0.943753995,0.056246005,FALSE,M,10615,96,15926,TRUE,1,1,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15926_10615_96
0.05803856,35,FALSE,31.626,0.94196144,2.466,704.802,1084.31,0,7,5,33.333,1,4612,419.316,34.452,FALSE,FALSE,59.3,9,rent,0.94196144,0.05803856,FALSE,,10615,96,15927,TRUE,379,0,1,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15927_10615_96
0.063087748,39,FALSE,26.942,0.936912252,2.816,484.962,808.27,1,0,4,34.271,3,5942,1228.193,75.232,FALSE,FALSE,48.5,5,rent,0.936912252,0.063087748,FALSE,,10616,96,15928,TRUE,308,1,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15928_10616_96
0.074763712,63,FALSE,14.548,0.925236288,0,174.57,349.14,8,0,2,0,4,0,3237.165,299.309,FALSE,FALSE,35,0,rent,0.925236288,0.074763712,FALSE,,10616,96,15929,TRUE,0,1,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15929_10616_96
0.059089989,18,FALSE,31.143,0.940910011,1.234,694.05,1067.77,10,2,1,16.385,2,4225,302.53,19.495,FALSE,FALSE,43.1,3,rent,0.940910011,0.059089989,FALSE,,10616,96,15930,TRUE,267,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15930_10616_96
0.05225031,45,FALSE,23.832,0.94774969,1.098,428.982,714.97,           .,1,0,14.66,1,2781,697.006,47.612,FALSE,FALSE,43.1,3,rent,0.94774969,0.05225031,FALSE,M,10617,96,15931,TRUE,275,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15931_10617_96
0.059291662,52,FALSE,31.072,0.940708338,2.749,455.73,828.6,3,11,3,40.342,1,9633,1262.522,95.441,FALSE,TRUE,75.5,15,rent,0.940708338,0.059291662,FALSE,,10618,96,15932,TRUE,718,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15932_10618_96
0.063786073,18,FALSE,0,0.936213927,0.858,0,758.23,           .,4,0,14.393,3,1784,680.033,45.844,FALSE,FALSE,40.4,2,buy,0.936213927,0.063786073,FALSE,M,10619,96,15933,TRUE,134,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,TRUE,15933_10619_96
0.062839013,41,FALSE,25.933,0.937160987,4.049,380.352,691.55,1,3,3,53.995,3,14922,0,0,FALSE,FALSE,59.3,9,rent,0.937160987,0.062839013,FALSE,,10620,96,15934,TRUE,1042,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15934_10620_96
0.05170914,29,FALSE,30.738,0.94829086,1.323,450.824,819.68,3,           .,4,18.306,0,3615,0,0,FALSE,FALSE,43.1,3,rent,0.94829086,0.05170914,FALSE,M,10620,96,15935,TRUE,298,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15935_10620_96
0.062577325,50,FALSE,21.027,0.937422675,4.54,378.492,630.82,0,8,2,38.494,1,9396,1905.602,133.216,FALSE,FALSE,48.5,5,rent,0.937422675,0.062577325,FALSE,,10620,96,15936,TRUE,825,0,1,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,TRUE,15936_10620_96
0.051135305,63,FALSE,18.593,0.948864695,0.716,272.701,495.82,           .,           .,0,10.854,0,3184,2273.802,162.817,FALSE,TRUE,40.4,2,rent,0.948864695,0.051135305,FALSE,M,10621,96,15937,TRUE,223,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15937_10621_96
0.062839013,53,FALSE,30.004,0.937160987,0.794,360.05,720.1,4,2,2,14.374,4,1840,1307.194,84.741,FALSE,FALSE,43.1,3,rent,0.937160987,0.062839013,FALSE,,10622,96,15938,TRUE,132,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15938_10622_96
0.190528506,26,FALSE,0,0.809471494,4.028,0,           .,2,2,3,55.742,1,7612,202.693,19.865,FALSE,FALSE,59.3,9,bring,0.809471494,0.190528506,FALSE,M,10622,96,15939,TRUE,449,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15939_10622_96
0.062610822,30,FALSE,29.949,0.937389178,4.637,539.082,898.47,4,2,4,51.462,1,7789,734.711,64.246,FALSE,FALSE,53.9,7,rent,0.937389178,0.062610822,FALSE,,10623,96,15940,TRUE,712,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15940_10623_96
0.126317249,90,FALSE,2.927,0.873682751,0,65.221,100.34,0,8,3,0,2,0,0,0,FALSE,FALSE,13,0,rent,0.873682751,0.126317249,FALSE,,10624,96,15942,TRUE,0,0,1,0,0,0,           .,           .,           .,Man,FALSE,100,1,FALSE,15942_10624_96
0.062577325,53,FALSE,25.848,0.937422675,1.426,310.18,620.36,0,3,3,17.426,2,2352,2156.676,147.087,FALSE,FALSE,43.1,3,rent,0.937422675,0.062577325,FALSE,,10625,96,15943,TRUE,198,0,1,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,TRUE,15943_10625_96
0.062286737,29,FALSE,25.281,0.937713263,2.672,455.052,758.42,6,3,3,28.293,2,7459,491.893,38.492,FALSE,FALSE,48.5,5,rent,0.937713263,0.062286737,FALSE,,10625,96,15944,TRUE,511,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15944_10625_96
0.165536779,41,FALSE,0,0.834463221,1.648,0,           .,           .,4,0,30.454,1,7128,526.66,38.268,FALSE,FALSE,53.9,7,bring,0.834463221,0.165536779,FALSE,M,10626,96,15945,TRUE,488,0,0,0,0,0,           .,           .,           .,Woman,TRUE,           .,1,FALSE,15945_10626_96
0.057642278,30,FALSE,19.952,0.942357722,1.284,718.29,957.72,5,1,1,15.951,3,2755,296.55,19.314,FALSE,FALSE,43.1,3,rent,0.942357722,0.057642278,FALSE,,10626,96,15946,TRUE,206,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15946_10626_96
0.182072473,41,FALSE,0,0.817927527,1.607,0,           .,7,2,1,19.884,2,3624,1003.307,76.075,FALSE,FALSE,43.1,3,bring,0.817927527,0.182072473,FALSE,M,10627,96,15947,TRUE,221,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15947_10627_96
0.080957309,29,FALSE,0,0.919042692,1.245,0,968.5,3,0,3,17.026,1,2634,35.172,2.822,FALSE,FALSE,53.9,7,buy,0.919042692,0.080957309,FALSE,,10628,96,15948,TRUE,198,1,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15948_10628_96
0.188963777,33,FALSE,0,0.811036223,1.484,0,           .,0,7,4,24.112,3,3274,1491.605,132.98,FALSE,FALSE,48.5,5,bring,0.811036223,0.188963777,FALSE,M,10628,96,15949,TRUE,245,0,1,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15949_10628_96
0.061970679,63,FALSE,8.053,0.938029321,0,289.905,386.54,           .,12,0,0,1,7,0,0,FALSE,TRUE,16,0,rent,0.938029321,0.061970679,FALSE,M,10629,96,15950,TRUE,0,0,0,0,0,0,           .,           .,           .,Woman,FALSE,200,1,FALSE,15950_10629_96
0.06282606,45,FALSE,34.808,0.93717394,1.883,417.7,835.4,5,6,4,27.503,1,13488,967.82,84.176,FALSE,TRUE,48.5,5,rent,0.93717394,0.06282606,FALSE,,10630,96,15951,TRUE,1359,0,0,0,0,0,           .,           .,           .,Man,TRUE,           .,1,FALSE,15951_10630_96
